13603.0,3331.0,2334.0,3363.0,5297.0,6817.0,3820.0,5660.0,2408.0,3726.0,5151.0,2425.0,5195.0,2787.0,8904.0,3875.0,9376.0,6581.0,9595.0,2551.0,5514.0,2653.0,6589.0,6767.0,8524.0,3526.0,10108.0,5106.0,7980.0,2110.0,2674.0,2236.0,2911.0,3229.0,2278.0,5242.0,4596.0,2383.0,12075.0,4065.0,5964.0,9469.0,6673.0,2427.0,3384.0,6511.0,3431.0,2797.0,6833.0,5914.0,2429.0,2706.0,2274.0,2757.0,5006.0,8832.0,2159.0,2354.0,5709.0,2781.0,4221.0,3376.0,8049.0,7327.0,4303.0,2529.0,3597.0,3688.0,7013.0,6939.0,2200.0,4454.0,11502.0,4052.0,6982.0,3686.0,3021.0,6425.0,12607.0,4802.0,2713.0,3907.0,7710.0,5440.0,4005.0,3795.0,6185.0,7006.0,2590.0,2411.0,3920.0,2548.0,2049.0,2352.0,2620.0,2167.0,2449.0,2558.0,2136.0,3127.0,3514.0
3331.0,4224.0,945.0,1282.0,1952.0,2470.0,1495.0,2153.0,951.0,1405.0,1963.0,1014.0,1939.0,1081.0,3089.0,1509.0,3239.0,2401.0,3236.0,1035.0,2048.0,1053.0,2382.0,2464.0,3002.0,1368.0,3394.0,1888.0,2804.0,823.0,1046.0,866.0,1161.0,1267.0,909.0,1934.0,1748.0,951.0,3905.0,1563.0,2202.0,3291.0,2421.0,980.0,1368.0,2407.0,1326.0,1083.0,2466.0,2169.0,954.0,1030.0,877.0,1065.0,1924.0,3090.0,893.0,946.0,2078.0,1083.0,1595.0,1325.0,2819.0,2615.0,1661.0,966.0,1365.0,1453.0,2540.0,2495.0,880.0,1685.0,3766.0,1535.0,2538.0,1404.0,1190.0,2356.0,4003.0,1822.0,1079.0,1487.0,2768.0,2039.0,1552.0,1473.0,2257.0,2537.0,1007.0,971.0,1529.0,1036.0,826.0,985.0,1063.0,877.0,971.0,996.0,877.0,1283.0,1396.0
2334.0,945.0,2923.0,947.0,1407.0,1762.0,1078.0,1498.0,682.0,1029.0,1353.0,743.0,1353.0,792.0,2145.0,1093.0,2247.0,1733.0,2307.0,699.0,1399.0,784.0,1713.0,1743.0,2048.0,1004.0,2344.0,1349.0,1990.0,610.0,734.0,635.0,790.0,896.0,687.0,1433.0,1215.0,710.0,2695.0,1116.0,1564.0,2298.0,1689.0,696.0,931.0,1709.0,958.0,789.0,1731.0,1553.0,699.0,782.0,645.0,809.0,1378.0,2181.0,646.0,705.0,1517.0,820.0,1202.0,970.0,1975.0,1836.0,1153.0,729.0,992.0,1006.0,1773.0,1746.0,654.0,1161.0,2620.0,1122.0,1803.0,1049.0,827.0,1662.0,2794.0,1310.0,745.0,1066.0,1934.0,1455.0,1100.0,1066.0,1623.0,1826.0,760.0,690.0,1084.0,714.0,611.0,681.0,713.0,673.0,704.0,773.0,609.0,921.0,973.0
3363.0,1282.0,947.0,4258.0,2012.0,2560.0,1474.0,2148.0,962.0,1429.0,1969.0,974.0,1958.0,1098.0,3063.0,1507.0,3282.0,2434.0,3305.0,1022.0,2030.0,1111.0,2397.0,2503.0,2986.0,1383.0,3444.0,1958.0,2816.0,864.0,1062.0,889.0,1201.0,1268.0,918.0,2007.0,1745.0,964.0,3938.0,1593.0,2205.0,3286.0,2387.0,964.0,1350.0,2423.0,1373.0,1089.0,2501.0,2204.0,1013.0,1070.0,900.0,1148.0,1941.0,3129.0,887.0,980.0,2166.0,1123.0,1657.0,1312.0,2909.0,2668.0,1645.0,987.0,1399.0,1464.0,2542.0,2502.0,913.0,1720.0,3826.0,1574.0,2571.0,1427.0,1227.0,2385.0,4068.0,1844.0,1090.0,1533.0,2785.0,2051.0,1551.0,1476.0,2309.0,2593.0,1025.0,988.0,1564.0,1026.0,846.0,941.0,1063.0,896.0,982.0,1009.0,875.0,1248.0,1411.0
5297.0,1952.0,1407.0,2012.0,6920.0,3876.0,2329.0,3274.0,1506.0,2247.0,2993.0,1521.0,2989.0,1671.0,4893.0,2300.0,5127.0,3763.0,5220.0,1541.0,3155.0,1638.0,3730.0,3823.0,4737.0,2150.0,5447.0,2931.0,4426.0,1298.0,1561.0,1367.0,1742.0,1940.0,1378.0,3014.0,2721.0,1457.0,6329.0,2406.0,3410.0,5169.0,3751.0,1439.0,2038.0,3668.0,2060.0,1682.0,3910.0,3349.0,1458.0,1629.0,1367.0,1627.0,2935.0,4863.0,1342.0,1429.0,3336.0,1673.0,2497.0,2010.0,4534.0,4075.0,2522.0,1508.0,2132.0,2192.0,3984.0,3909.0,1357.0,2647.0,6096.0,2388.0,3925.0,2148.0,1839.0,3625.0,6556.0,2834.0,1638.0,2302.0,4314.0,3170.0,2401.0,2277.0,3548.0,3994.0,1557.0,1440.0,2311.0,1540.0,1229.0,1451.0,1564.0,1357.0,1497.0,1544.0,1306.0,1921.0,2112.0
6817.0,2470.0,1762.0,2560.0,3876.0,9074.0,2878.0,4163.0,1784.0,2771.0,3720.0,1826.0,3838.0,2118.0,6288.0,2899.0,6590.0,4748.0,6746.0,1932.0,3981.0,2004.0,4761.0,4899.0,6109.0,2619.0,7026.0,3747.0,5657.0,1627.0,1978.0,1664.0,2234.0,2457.0,1735.0,3844.0,3418.0,1768.0,8240.0,2981.0,4343.0,6688.0,4783.0,1812.0,2575.0,4732.0,2588.0,2081.0,4905.0,4329.0,1808.0,2034.0,1730.0,2073.0,3706.0,6267.0,1638.0,1790.0,4165.0,2068.0,3142.0,2509.0,5764.0,5303.0,3166.0,1876.0,2688.0,2757.0,5074.0,5040.0,1677.0,3311.0,7927.0,2961.0,5007.0,2725.0,2262.0,4639.0,8519.0,3502.0,2014.0,2930.0,5544.0,4038.0,2977.0,2840.0,4498.0,5039.0,1957.0,1774.0,2915.0,1896.0,1598.0,1765.0,1950.0,1604.0,1871.0,1873.0,1619.0,2351.0,2628.0
3820.0,1495.0,1078.0,1474.0,2329.0,2878.0,4888.0,2472.0,1099.0,1660.0,2199.0,1176.0,2295.0,1314.0,3554.0,1715.0,3738.0,2765.0,3806.0,1192.0,2390.0,1231.0,2785.0,2855.0,3459.0,1651.0,4003.0,2213.0,3269.0,998.0,1199.0,1052.0,1353.0,1486.0,1057.0,2276.0,1976.0,1110.0,4527.0,1805.0,2516.0,3733.0,2800.0,1095.0,1571.0,2791.0,1575.0,1284.0,2896.0,2487.0,1136.0,1276.0,1038.0,1229.0,2172.0,3571.0,977.0,1096.0,2465.0,1267.0,1892.0,1564.0,3293.0,3071.0,1946.0,1146.0,1610.0,1661.0,2887.0,2915.0,1047.0,1978.0,4347.0,1788.0,2956.0,1644.0,1414.0,2730.0,4644.0,2094.0,1255.0,1727.0,3253.0,2406.0,1782.0,1721.0,2637.0,2919.0,1211.0,1067.0,1734.0,1191.0,980.0,1077.0,1219.0,1006.0,1140.0,1164.0,1009.0,1475.0,1596.0
5660.0,2153.0,1498.0,2148.0,3274.0,4163.0,2472.0,7420.0,1540.0,2362.0,3203.0,1620.0,3244.0,1842.0,5165.0,2422.0,5450.0,4046.0,5653.0,1656.0,3442.0,1700.0,4049.0,4128.0,5139.0,2240.0,5873.0,3158.0,4744.0,1390.0,1666.0,1416.0,1875.0,2092.0,1475.0,3290.0,2867.0,1521.0,6775.0,2573.0,3638.0,5530.0,4010.0,1556.0,2210.0,4001.0,2219.0,1825.0,4159.0,3575.0,1607.0,1753.0,1494.0,1808.0,3086.0,5179.0,1407.0,1552.0,3525.0,1788.0,2684.0,2222.0,4843.0,4423.0,2692.0,1616.0,2245.0,2373.0,4231.0,4207.0,1435.0,2833.0,6539.0,2589.0,4263.0,2317.0,1952.0,3977.0,6984.0,3025.0,1686.0,2489.0,4641.0,3391.0,2527.0,2420.0,3824.0,4313.0,1704.0,1585.0,2483.0,1617.0,1335.0,1531.0,1685.0,1392.0,1600.0,1685.0,1397.0,2068.0,2236.0
2408.0,951.0,682.0,962.0,1506.0,1784.0,1099.0,1540.0,3016.0,1022.0,1386.0,770.0,1442.0,823.0,2217.0,1081.0,2334.0,1783.0,2376.0,767.0,1495.0,779.0,1712.0,1765.0,2191.0,1002.0,2452.0,1432.0,2025.0,653.0,768.0,676.0,851.0,962.0,718.0,1476.0,1282.0,701.0,2796.0,1131.0,1650.0,2321.0,1746.0,696.0,986.0,1772.0,983.0,799.0,1782.0,1617.0,768.0,790.0,700.0,830.0,1386.0,2233.0,671.0,735.0,1529.0,833.0,1195.0,971.0,2085.0,1902.0,1201.0,723.0,1038.0,1086.0,1851.0,1787.0,656.0,1236.0,2689.0,1169.0,1805.0,1069.0,868.0,1721.0,2868.0,1340.0,801.0,1091.0,2006.0,1472.0,1168.0,1098.0,1660.0,1832.0,782.0,718.0,1151.0,778.0,618.0,707.0,746.0,634.0,752.0,754.0,636.0,901.0,1006.0
3726.0,1405.0,1029.0,1429.0,2247.0,2771.0,1660.0,2362.0,1022.0,4758.0,2114.0,1134.0,2200.0,1231.0,3424.0,1689.0,3641.0,2664.0,3672.0,1129.0,2262.0,1195.0,2645.0,2765.0,3298.0,1537.0,3811.0,2182.0,3136.0,963.0,1144.0,968.0,1251.0,1422.0,1024.0,2217.0,1906.0,1075.0,4380.0,1697.0,2415.0,3618.0,2695.0,1075.0,1479.0,2682.0,1471.0,1215.0,2725.0,2398.0,1070.0,1176.0,1009.0,1196.0,2095.0,3457.0,922.0,1028.0,2377.0,1229.0,1766.0,1483.0,3182.0,2958.0,1839.0,1099.0,1532.0,1576.0,2771.0,2759.0,964.0,1877.0,4241.0,1715.0,2819.0,1591.0,1316.0,2620.0,4503.0,1970.0,1198.0,1647.0,3088.0,2225.0,1727.0,1635.0,2542.0,2819.0,1137.0,1083.0,1685.0,1110.0,931.0,1093.0,1186.0,943.0,1039.0,1132.0,961.0,1393.0,1522.0
