A07FA01,5151,1963,1353,1969,2993,3720,2199,3203,1386,2114,6637,1462,2930,1669,4707,2181,4916,3616,5015,1521,3060,1586,3603,3619,4604,2064,5290,2863,4255,1237,1584,1282,1691,1872,1335,2913,2575,1402,6095,2320,3277,5000,3630,1350,2011,3659,1969,1633,3726,3278,1443,1573,1318,1595,2811,4726,1234,1381,3192,1619,2381,1960,4305,4010,2439,1437,2084,2158,3814,3802,1338,2518,5863,2305,3863,2130,1783,3503,6267,2747,1542,2244,4193,3028,2277,2179,3438,3808,1551,1387,2282,1502,1213,1357,1547,1279,1445,1510,1265,1808,2024
A07FA02,2425,1014,743,974,1521,1826,1176,1620,770,1134,1462,3094,1460,862,2305,1133,2399,1824,2449,806,1538,804,1857,1847,2234,1086,2530,1463,2114,661,838,688,882,993,703,1494,1341,764,2879,1182,1662,2448,1875,774,1009,1821,1016,840,1866,1581,749,830,719,866,1415,2277,706,706,1654,848,1269,979,2154,2004,1246,754,1023,1131,1906,1897,672,1347,2790,1176,1883,1096,927,1732,2959,1398,801,1137,2090,1602,1168,1103,1738,1932,784,736,1194,794,646,750,835,685,755,768,626,979,1050
A10AB01,5195,1939,1353,1958,2989,3838,2295,3244,1442,2200,2930,1460,6747,1631,4814,2238,5035,3732,5080,1516,3084,1609,3695,3768,4648,2105,5332,2899,4343,1261,1562,1317,1705,1930,1372,3030,2627,1394,6183,2351,3363,5072,3725,1474,2031,3662,2022,1676,3769,3339,1486,1628,1391,1630,2848,4813,1280,1409,3257,1645,2477,2018,4455,4043,2519,1472,2126,2181,3862,3803,1303,2541,5919,2314,3874,2170,1756,3615,6386,2755,1595,2325,4263,3109,2339,2228,3495,3947,1575,1415,2313,1496,1279,1385,1560,1306,1458,1507,1265,1873,2060
A10AB04,2787,1081,792,1098,1671,2118,1314,1842,823,1231,1669,862,1631,3539,2569,1285,2736,2044,2758,853,1731,915,2013,2062,2528,1188,2870,1637,2384,715,882,750,995,1097,785,1696,1497,847,3290,1301,1873,2716,2065,809,1138,2023,1138,927,2083,1859,847,907,788,932,1581,2637,737,770,1791,959,1421,1102,2397,2239,1392,867,1208,1266,2129,2144,727,1451,3172,1277,2189,1245,1033,1956,3374,1552,892,1276,2318,1779,1303,1234,1954,2142,870,848,1278,821,686,802,898,700,860,840,718,1043,1155
A10AB05,8904,3089,2145,3063,4893,6288,3554,5165,2217,3424,4707,2305,4814,2569,12179,3576,8545,6090,8725,2362,5035,2484,6096,6218,7864,3264,9201,4695,7277,1989,2428,2088,2692,3043,2146,4848,4255,2199,10938,3734,5473,8611,6130,2275,3212,6055,3201,2594,6226,5422,2240,2521,2137,2599,4656,8095,2039,2157,5254,2612,3893,3152,7399,6707,3981,2292,3376,3438,6438,6330,2056,4076,10406,3746,6429,3424,2818,5889,11371,4478,2534,3611,7022,5043,3718,3505,5722,6434,2382,2238,3683,2363,1951,2185,2435,2014,2290,2322,1966,2907,3296
A10AC01,3875,1509,1093,1507,2300,2899,1715,2422,1081,1689,2181,1133,2238,1285,3576,4904,3750,2751,3805,1163,2379,1255,2768,2753,3458,1594,3956,2218,3254,985,1182,1020,1330,1476,1008,2281,1990,1097,4529,1756,2517,3748,2829,1074,1584,2743,1565,1242,2869,2489,1113,1221,1044,1265,2173,3560,1004,1072,2436,1275,1887,1532,3245,3034,1927,1138,1603,1652,2946,2913,1005,1969,4350,1822,2894,1662,1378,2721,4674,2093,1222,1739,3161,2379,1771,1729,2627,2927,1229,1118,1804,1146,972,1095,1198,1009,1147,1131,983,1424,1583
A10AE04,9376,3239,2247,3282,5127,6590,3738,5450,2334,3641,4916,2399,5035,2736,8545,3750,12987,6367,9230,2496,5297,2592,6338,6537,8270,3407,9681,4925,7609,2042,2551,2147,2800,3160,2199,5114,4447,2325,11583,3903,5712,9138,6420,2334,3337,6286,3313,2704,6549,5667,2330,2620,2211,2676,4820,8561,2098,2255,5528,2696,4055,3272,7770,7048,4174,2411,3502,3580,6791,6616,2112,4278,11014,3927,6693,3586,2943,6167,12084,4650,2611,3808,7416,5278,3844,3656,6009,6756,2510,2350,3785,2442,2018,2297,2547,2094,2373,2432,2038,3066,3423
A10AE05,6581,2401,1733,2434,3763,4748,2765,4046,1783,2664,3616,1824,3732,2044,6090,2751,6367,8700,6495,1884,3866,1930,4560,4671,5776,2541,6787,3569,5463,1527,1945,1625,2111,2392,1672,3692,3269,1721,7935,2903,4200,6449,4654,1785,2468,4547,2486,1995,4722,4148,1766,1979,1687,1991,3628,6113,1582,1717,4024,2027,3022,2424,5574,5051,3037,1793,2552,2674,4844,4828,1600,3201,7623,2914,4892,2646,2192,4501,8191,3433,1965,2845,5339,3850,2874,2746,4387,4874,1879,1791,2845,1826,1478,1727,1904,1592,1802,1837,1570,2306,2577
A10BA02,9595,3236,2307,3305,5220,6746,3806,5653,2376,3672,5015,2449,5080,2758,8725,3805,9230,6495,13360,2529,5387,2676,6454,6648,8438,3480,9964,5030,7775,2071,2625,2194,2871,3236,2265,5153,4524,2326,11918,3943,5884,9330,6575,2352,3410,6418,3440,2765,6701,5817,2372,2668,2242,2746,4993,8792,2143,2335,5639,2763,4147,3329,7964,7234,4281,2505,3506,3692,6880,6842,2152,4409,11345,4008,6914,3660,2991,6285,12423,4736,2675,3842,7573,5362,3897,3754,6147,6961,2595,2374,3907,2493,2072,2352,2528,2153,2418,2509,2100,3144,3506
A10BB12,2551,1035,699,1022,1541,1932,1192,1656,767,1129,1521,806,1516,853,2362,1163,2496,1884,2529,3194,1573,847,1880,1897,2320,1030,2607,1507,2182,679,836,694,926,1041,716,1528,1355,787,2981,1241,1724,2465,1868,760,1049,1821,1093,869,1861,1687,770,846,725,847,1475,2384,707,751,1653,864,1228,1055,2233,2050,1343,753,1088,1178,1965,1950,705,1326,2878,1223,1950,1110,966,1831,3045,1401,846,1203,2103,1603,1192,1141,1771,1978,807,753,1178,797,649,775,830,683,775,774,680,967,1089
A10BH01,5514,2048,1399,2030,3155,3981,2390,3442,1495,2262,3060,1538,3084,1731,5035,2379,5297,3866,5387,1573,7121,1709,3908,3931,4890,2232,5633,3019,4561,1304,1632,1419,1838,2001,1436,3148,2781,1482,6514,2485,3550,5321,3920,1493,2145,3878,2138,1784,3960,3528,1516,1645,1398,1727,2989,5031,1326,1468,3394,1691,2617,2086,4546,4239,2618,1567,2171,2319,4106,4050,1387,2695,6293,2418,4153,2296,1897,3771,6754,2917,1681,2403,4470,3257,2408,2353,3631,4132,1609,1508,2387,1575,1292,1463,1617,1330,1537,1599,1313,1975,2178
A11DA01,2653,1053,784,1111,1638,2004,1231,1700,779,1195,1586,804,1609,915,2484,1255,2592,1930,2676,847,1709,3390,1954,1948,2420,1118,2747,1564,2302,700,884,748,983,1053,747,1593,1417,800,3159,1292,1784,2610,1983,801,1154,1986,1131,911,2053,1755,824,889,726,881,1601,2517,710,782,1717,908,1343,1076,2282,2127,1348,825,1142,1199,2072,2052,723,1398,3052,1270,2110,1186,1000,1938,3244,1510,923,1226,2259,1664,1248,1223,1824,2067,857,795,1265,819,669,777,847,745,827,837,682,998,1137
A12AX,6589,2382,1713,2397,3730,4761,2785,4049,1712,2645,3603,1857,3695,2013,6096,2768,6338,4560,6454,1880,3908,1954,8706,4669,5842,2578,6777,3585,5426,1547,1907,1665,2118,2370,1706,3692,3226,1749,7926,2885,4125,6435,4649,1788,2472,4590,2513,2051,4748,4121,1787,1967,1658,2025,3539,6047,1586,1713,3992,2013,3035,2432,5552,5064,3095,1800,2589,2661,4867,4843,1602,3185,7627,2910,4872,2653,2198,4485,8203,3425,1966,2828,5317,3847,2872,2773,4352,4874,1885,1776,2813,1831,1503,1713,1923,1585,1813,1838,1567,2269,2548
A12BA01,6767,2464,1743,2503,3823,4899,2855,4128,1765,2765,3619,1847,3768,2062,6218,2753,6537,4671,6648,1897,3931,1948,4669,8963,6029,2614,6965,3717,5584,1565,1924,1632,2173,2430,1689,3833,3321,1770,8131,2943,4269,6560,4752,1822,2510,4690,2561,2097,4823,4222,1814,1995,1680,2071,3616,6182,1627,1784,4136,2081,3109,2490,5712,5182,3130,1825,2614,2788,4966,4883,1634,3245,7798,2963,5009,2766,2260,4555,8412,3478,2003,2883,5412,3932,2902,2781,4462,5041,1866,1767,2937,1878,1561,1722,1974,1611,1799,1888,1535,2299,2609
B01AA03,8524,3002,2048,2986,4737,6109,3459,5139,2191,3298,4604,2234,4648,2528,7864,3458,8270,5776,8438,2320,4890,2420,5842,6029,11667,3199,8834,4500,7008,1930,2375,2022,2633,2944,2078,4703,4132,2139,10469,3606,5303,8343,5954,2186,3068,5813,3097,2539,6064,5198,2182,2436,2078,2494,4484,7857,1961,2157,5101,2483,3823,3016,7186,6456,3846,2234,3218,3347,6240,6119,1980,3933,10025,3592,6203,3292,2702,5682,10866,4321,2461,3512,6804,4939,3561,3394,5546,6251,2394,2183,3502,2270,1867,2153,2348,1921,2213,2273,1902,2838,3141
B01AB04,3526,1368,1004,1383,2150,2619,1651,2240,1002,1537,2064,1086,2105,1188,3264,1594,3407,2541,3480,1030,2232,1118,2578,2614,3199,4453,3619,2058,2986,906,1118,974,1258,1411,985,2103,1835,1053,4147,1642,2362,3449,2598,1017,1438,2573,1434,1197,2680,2314,1047,1164,950,1160,1975,3280,929,1013,2283,1187,1759,1434,2968,2752,1751,1048,1463,1556,2722,2621,934,1808,3996,1625,2653,1509,1264,2532,4247,1990,1087,1624,2903,2145,1657,1555,2463,2684,1095,1037,1622,1074,895,982,1103,926,1021,1059,905,1322,1457
B01AB05,10108,3394,2344,3444,5447,7026,4003,5873,2452,3811,5290,2530,5332,2870,9201,3956,9681,6787,9964,2607,5633,2747,6777,6965,8834,3619,14100,5167,8172,2132,2718,2291,3006,3341,2329,5362,4676,2416,12509,4145,6099,9757,6848,2474,3524,6773,3494,2905,6964,6059,2488,2807,2356,2849,5195,9115,2222,2425,5896,2827,4315,3493,8315,7485,4418,2559,3689,3828,7242,7132,2267,4566,11932,4192,7170,3740,3104,6552,13092,4879,2752,3999,7935,5648,4050,3870,6424,7231,2661,2479,4086,2584,2138,2420,2680,2208,2495,2583,2175,3237,3599
B01AC04,5106,1888,1349,1958,2931,3747,2213,3158,1432,2182,2863,1463,2899,1637,4695,2218,4925,3569,5030,1507,3019,1564,3585,3717,4500,2058,5167,6573,4227,1262,1535,1303,1704,1893,1351,2924,2631,1345,6031,2260,3261,4957,3623,1412,1941,3585,2033,1616,3763,3252,1447,1589,1340,1611,2799,4668,1261,1379,3182,1630,2348,1920,4294,4017,2483,1438,2035,2099,3832,3728,1293,2554,5775,2295,3769,2090,1744,3527,6233,2687,1600,2245,4152,3007,2270,2168,3410,3779,1549,1431,2214,1460,1223,1381,1542,1290,1408,1462,1249,1807,2022
B01AC06,7980,2804,1990,2816,4426,5657,3269,4744,2025,3136,4255,2114,4343,2384,7277,3254,7609,5463,7775,2182,4561,2302,5426,5584,7008,2986,8172,4227,10679,1819,2253,1894,2456,2774,1961,4356,3887,2042,9644,3374,4977,7700,5521,2050,2889,5422,2952,2384,5670,4875,2064,2290,1944,2339,4213,7272,1841,2000,4736,2385,3586,2878,6651,6042,3645,2124,3040,3164,5844,5742,1867,3736,9197,3376,5802,3082,2571,5308,10004,4018,2317,3301,6346,4554,3413,3208,5210,5838,2188,2072,3320,2178,1788,2004,2218,1830,2072,2165,1798,2696,2956
B01AF01,2110,823,610,864,1298,1627,998,1390,653,963,1237,661,1261,715,1989,985,2042,1527,2071,679,1304,700,1547,1565,1930,906,2132,1262,1819,2646,709,597,777,851,597,1295,1133,607,2465,1026,1436,2059,1555,642,881,1526,884,714,1584,1434,633,707,591,719,1224,1973,580,591,1412,709,1081,873,1816,1684,1040,660,899,949,1641,1631,627,1098,2379,1010,1621,928,797,1495,2523,1203,706,1013,1776,1354,1033,925,1509,1629,696,657,973,690,535,624,682,591,650,661,558,845,910
B03AA01,2674,1046,734,1062,1561,1978,1199,1666,768,1144,1584,838,1562,882,2428,1182,2551,1945,2625,836,1632,884,1907,1924,2375,1118,2718,1535,2253,709,3344,726,929,1034,752,1616,1406,798,3070,1245,1744,2591,1908,777,1091,1934,1060,895,1954,1741,790,891,774,898,1491,2472,722,746,1696,868,1292,1092,2292,2149,1277,769,1163,1207,2016,2043,723,1378,2986,1258,2023,1139,977,1900,3187,1486,884,1250,2173,1652,1225,1187,1831,2027,811,754,1235,809,698,767,867,673,800,849,752,991,1101
B03BA03,2236,866,635,889,1367,1664,1052,1416,676,968,1282,688,1317,750,2088,1020,2147,1625,2194,694,1419,748,1665,1632,2022,974,2291,1303,1894,597,726,2776,814,857,660,1355,1129,668,2603,1054,1471,2179,1663,674,944,1614,926,744,1657,1500,681,764,630,755,1281,2067,581,652,1438,735,1126,930,1937,1761,1175,678,1010,1013,1712,1721,607,1164,2492,1085,1695,967,810,1607,2667,1239,735,1068,1867,1397,1069,1010,1532,1715,700,652,1036,689,554,670,728,612,691,710,624,861,957
B03XA02,2911,1161,790,1201,1742,2234,1353,1875,851,1251,1691,882,1705,995,2692,1330,2800,2111,2871,926,1838,983,2118,2173,2633,1258,3006,1704,2456,777,929,814,3685,1182,803,1732,1567,860,3404,1385,1950,2872,2104,845,1261,2092,1190,981,2171,1892,842,976,818,980,1640,2683,761,876,1920,1005,1423,1208,2531,2303,1467,872,1235,1282,2244,2203,806,1468,3312,1386,2238,1256,1064,2078,3517,1609,995,1343,2422,1846,1346,1289,2030,2220,935,849,1347,883,733,845,917,762,868,904,765,1106,1244
C01AA05,3229,1267,896,1268,1940,2457,1486,2092,962,1422,1872,993,1930,1097,3043,1476,3160,2392,3236,1041,2001,1053,2370,2430,2944,1411,3341,1893,2774,851,1034,857,1182,4131,923,1989,1698,977,3818,1559,2181,3193,2376,984,1379,2336,1326,1132,2448,2149,984,1072,901,1081,1834,3012,863,902,2079,1088,1623,1342,2834,2609,1627,1005,1399,1413,2466,2478,886,1692,3680,1553,2491,1420,1232,2287,3939,1788,1054,1540,2704,2028,1530,1457,2259,2497,1033,976,1505,979,826,908,1043,856,963,996,868,1241,1363
C01DA02,2278,909,687,918,1378,1735,1057,1475,718,1024,1335,703,1372,785,2146,1008,2199,1672,2265,716,1436,747,1706,1689,2078,985,2329,1351,1961,597,752,660,803,923,2870,1403,1220,690,2690,1106,1586,2214,1699,701,987,1678,993,800,1707,1535,729,748,639,754,1348,2159,607,697,1474,791,1161,952,2015,1845,1187,711,986,1023,1756,1720,653,1153,2583,1136,1750,1030,829,1612,2757,1307,754,1093,1898,1477,1099,1066,1595,1761,757,667,1101,701,618,664,749,635,712,730,634,873,997
C01DA08,5242,1934,1433,2007,3014,3844,2276,3290,1476,2217,2913,1494,3030,1696,4848,2281,5114,3692,5153,1528,3148,1593,3692,3833,4703,2103,5362,2924,4356,1295,1616,1355,1732,1989,1403,6758,2738,1481,6241,2365,3369,5111,3785,1470,2055,3687,2054,1695,3831,3327,1496,1657,1385,1663,2884,4838,1309,1422,3273,1659,2500,2038,4511,4097,2550,1492,2126,2180,3908,3841,1323,2596,5962,2371,3968,2167,1761,3663,6441,2759,1614,2325,4296,3166,2356,2260,3551,3928,1544,1469,2298,1507,1270,1392,1609,1331,1527,1525,1285,1879,2099
C01DA14,4596,1748,1215,1745,2721,3418,1976,2867,1282,1906,2575,1341,2627,1497,4255,1990,4447,3269,4524,1355,2781,1417,3226,3321,4132,1835,4676,2631,3887,1133,1406,1129,1567,1698,1220,2738,5894,1285,5431,2130,2987,4547,3330,1311,1865,3215,1828,1483,3301,2955,1272,1428,1226,1474,2559,4205,1185,1305,2886,1492,2202,1783,3872,3649,2189,1301,1885,1967,3444,3407,1232,2280,5244,2142,3446,1918,1590,3207,5593,2440,1436,2020,3770,2760,2111,2003,3088,3510,1394,1286,1980,1361,1101,1263,1415,1136,1313,1337,1135,1652,1864
C02CA01,2383,951,710,964,1457,1768,1110,1521,701,1075,1402,764,1394,847,2199,1097,2325,1721,2326,787,1482,800,1749,1770,2139,1053,2416,1345,2042,607,798,668,860,977,690,1481,1285,2950,2775,1170,1622,2325,1754,717,990,1719,988,802,1795,1557,743,754,668,810,1404,2246,689,692,1553,796,1166,1000,2084,1917,1189,757,1016,1093,1822,1796,684,1231,2682,1179,1809,1058,885,1675,2833,1367,818,1095,1998,1507,1131,1066,1682,1821,767,716,1135,732,636,680,798,651,747,763,632,923,974
C03CA01,12075,3905,2695,3938,6329,8240,4527,6775,2796,4380,6095,2879,6183,3290,10938,4529,11583,7935,11918,2981,6514,3159,7926,8131,10469,4147,12509,6031,9644,2465,3070,2603,3404,3818,2690,6241,5431,2775,17961,4743,7111,11671,8024,2847,4043,7859,4091,3280,8213,6989,2830,3163,2650,3249,5961,10932,2547,2729,6811,3259,5009,3979,9854,8878,5123,2937,4229,4368,8516,8330,2561,5238,14608,4789,8474,4337,3555,7637,16303,5733,3174,4616,9356,6558,4709,4451,7448,8443,3028,2788,4654,2946,2440,2750,3037,2505,2841,2940,2509,3702,4182
C03DA01,4065,1563,1116,1593,2406,2981,1805,2573,1131,1697,2320,1182,2351,1301,3734,1756,3903,2903,3943,1241,2485,1292,2885,2943,3606,1642,4145,2260,3374,1026,1245,1054,1385,1559,1106,2365,2130,1170,4743,5127,2649,3923,2883,1153,1600,2873,1576,1350,3031,2598,1158,1314,1095,1319,2303,3781,1046,1136,2618,1346,1882,1603,3467,3189,1985,1190,1699,1764,3054,3044,1081,2046,4546,1900,3069,1665,1438,2832,4892,2151,1277,1804,3277,2457,1850,1766,2724,3066,1254,1158,1827,1230,953,1105,1232,1048,1224,1227,995,1501,1649
C07AB02,5964,2202,1564,2205,3410,4343,2516,3638,1650,2415,3277,1662,3363,1873,5473,2517,5712,4200,5884,1724,3550,1784,4125,4269,5303,2362,6099,3261,4977,1436,1744,1471,1950,2181,1586,3369,2987,1622,7111,2649,7762,5777,4236,1573,2246,4148,2266,1855,4349,3872,1620,1802,1508,1895,3259,5418,1458,1577,3702,1882,2763,2266,5081,4568,2835,1645,2379,2501,4418,4360,1423,2904,6806,2685,4438,2442,2036,4055,7353,3118,1776,2620,4864,3519,2646,2516,3897,4407,1759,1620,2574,1695,1396,1586,1758,1452,1656,1739,1413,2133,2300
C07AB07,9469,3291,2298,3286,5169,6688,3733,5530,2321,3618,5000,2448,5072,2716,8611,3748,9138,6449,9330,2465,5321,2610,6435,6560,8343,3449,9757,4957,7700,2059,2591,2179,2872,3193,2214,5111,4547,2325,11671,3923,5777,13066,6470,2364,3331,6342,3398,2756,6576,5719,2397,2647,2226,2712,4854,8614,2133,2290,5570,2726,4107,3306,7782,7114,4209,2468,3479,3597,6844,6715,2142,4346,11126,3926,6715,3548,2939,6230,12138,4711,2627,3840,7520,5362,3870,3696,5999,6808,2552,2351,3829,2507,2015,2296,2548,2116,2403,2473,2070,3082,3448
C08CA01,6673,2421,1689,2387,3751,4783,2800,4010,1746,2695,3630,1875,3725,2065,6130,2829,6420,4654,6575,1868,3920,1983,4649,4752,5954,2598,6848,3623,5521,1555,1908,1663,2104,2376,1699,3785,3330,1754,8024,2883,4236,6470,8803,1752,2500,4641,2515,2044,4779,4161,1794,1979,1702,1997,3622,6090,1614,1756,4110,2043,3023,2471,5625,5134,3117,1862,2612,2684,4910,4875,1613,3196,7707,2962,4976,2733,2180,4546,8296,3473,1940,2803,5401,3910,2893,2760,4411,4948,1915,1776,2882,1861,1513,1713,1948,1619,1824,1854,1518,2323,2629
C08CA13,2427,980,696,964,1439,1812,1095,1556,696,1075,1350,774,1474,809,2275,1074,2334,1785,2352,760,1493,801,1788,1822,2186,1017,2474,1412,2050,642,777,674,845,984,701,1470,1311,717,2847,1153,1573,2364,1752,3043,985,1759,978,815,1799,1613,726,813,674,793,1379,2197,668,735,1573,789,1171,973,2089,1924,1222,748,1061,1045,1847,1830,661,1250,2725,1184,1839,1063,900,1735,2905,1327,793,1110,2019,1460,1143,1089,1657,1820,759,728,1099,758,618,682,772,658,739,743,653,911,1047
C09AA02,3384,1368,931,1350,2038,2575,1571,2210,986,1479,2011,1009,2031,1138,3212,1584,3337,2468,3410,1049,2145,1154,2472,2510,3068,1438,3524,1941,2889,881,1091,944,1261,1379,987,2055,1865,990,4043,1600,2246,3331,2500,985,4381,2457,1369,1149,2581,2230,1007,1080,927,1158,1989,3206,922,1046,2175,1160,1721,1372,2929,2723,1750,987,1444,1472,2612,2492,952,1765,3866,1625,2622,1474,1247,2392,4146,1903,1125,1598,2818,2111,1577,1546,2372,2605,1085,1019,1559,1032,848,980,1089,854,1020,1037,855,1283,1397
C09AA05,6511,2407,1709,2423,3668,4732,2791,4001,1772,2682,3659,1821,3662,2023,6055,2743,6286,4547,6418,1821,3878,1986,4590,4690,5813,2573,6773,3585,5422,1526,1934,1614,2092,2336,1678,3687,3215,1719,7859,2873,4148,6342,4641,1759,2457,8653,2487,1998,4741,4136,1761,1913,1626,1977,3573,6023,1593,1643,3975,1994,3008,2446,5549,5010,3066,1806,2611,2654,4833,4782,1606,3153,7531,2900,4805,2608,2127,4445,8142,3414,1936,2776,5300,3878,2837,2718,4353,4814,1882,1738,2806,1810,1501,1707,1882,1569,1770,1820,1514,2277,2502
C09CA01,3431,1326,958,1373,2060,2588,1575,2219,983,1471,1969,1016,2022,1138,3201,1565,3313,2486,3440,1093,2138,1131,2513,2561,3097,1434,3494,2033,2952,884,1060,926,1190,1326,993,2054,1828,988,4091,1576,2266,3398,2515,978,1369,2487,4416,1183,2544,2243,995,1102,972,1144,1965,3190,928,1019,2217,1125,1702,1401,2978,2731,1685,1037,1474,1517,2669,2582,917,1780,3949,1695,2638,1465,1225,2440,4214,1888,1078,1576,2838,2109,1587,1490,2367,2649,1108,984,1587,1074,869,998,1146,914,993,1031,892,1297,1439
